GEOID,GEO,NAME,DATE,POSITIVE,POS_NEW,NEGATIVE,NEG_NEW,DEATHS,DTH_NEW,TEST_NEW,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,OBJECTID
55033,County,Dunn,2020/04/08 19:00:00+00,6,1,447,17,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64631
55035,County,Eau Claire,2020/04/08 19:00:00+00,21,0,946,51,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64632
55037,County,Florence,2020/04/08 19:00:00+00,2,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64633
55039,County,Fond du Lac,2020/04/08 19:00:00+00,48,4,777,71,2,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64634
55041,County,Forest,2020/04/08 19:00:00+00,0,0,21,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64635
55043,County,Grant,2020/04/08 19:00:00+00,3,0,184,12,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64636
55045,County,Green,2020/04/08 19:00:00+00,9,0,162,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64637
55047,County,Green Lake,2020/04/08 19:00:00+00,0,0,78,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64638
55049,County,Iowa,2020/04/08 19:00:00+00,4,0,129,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64639
55051,County,Iron,2020/04/08 19:00:00+00,1,0,16,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64640
55053,County,Jackson,2020/04/08 19:00:00+00,5,1,88,4,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64641
55055,County,Jefferson,2020/04/08 19:00:00+00,16,1,390,13,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64642
55057,County,Juneau,2020/04/08 19:00:00+00,5,0,173,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64643
55059,County,Kenosha,2020/04/08 19:00:00+00,129,17,977,50,1,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64644
55061,County,Kewaunee,2020/04/08 19:00:00+00,1,0,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64645
55063,County,La Crosse,2020/04/08 19:00:00+00,22,0,976,46,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64646
55065,County,Lafayette,2020/04/08 19:00:00+00,1,0,42,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64647
55067,County,Langlade,2020/04/08 19:00:00+00,0,0,48,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64648
55069,County,Lincoln,2020/04/08 19:00:00+00,0,0,99,-1,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64649
55071,County,Manitowoc,2020/04/08 19:00:00+00,4,1,138,12,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64650
55073,County,Marathon,2020/04/08 19:00:00+00,12,0,319,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64651
55075,County,Marinette,2020/04/08 19:00:00+00,3,0,105,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64652
55077,County,Marquette,2020/04/08 19:00:00+00,2,0,86,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64653
55078,County,Menominee,2020/04/08 19:00:00+00,1,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64654
55079,County,Milwaukee,2020/04/08 19:00:00+00,1417,94,6157,283,54,5,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64655
55081,County,Monroe,2020/04/08 19:00:00+00,5,0,335,20,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64656
55083,County,Oconto,2020/04/08 19:00:00+00,2,1,111,6,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64657
55085,County,Oneida,2020/04/08 19:00:00+00,5,0,142,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64658
55087,County,Outagamie,2020/04/08 19:00:00+00,25,0,472,28,2,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64659
55089,County,Ozaukee,2020/04/08 19:00:00+00,70,4,424,16,8,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64660
55091,County,Pepin,2020/04/08 19:00:00+00,0,0,64,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64661
55093,County,Pierce,2020/04/08 19:00:00+00,7,0,215,13,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64662
55095,County,Polk,2020/04/08 19:00:00+00,0,0,105,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64663
55097,County,Portage,2020/04/08 19:00:00+00,4,0,144,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64664
55099,County,Price,2020/04/08 19:00:00+00,0,0,34,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64665
55101,County,Racine,2020/04/08 19:00:00+00,77,11,768,35,2,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64666
55103,County,Richland,2020/04/08 19:00:00+00,3,0,148,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64667
55105,County,Rock,2020/04/08 19:00:00+00,42,5,855,31,2,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64668
55107,County,Rusk,2020/04/08 19:00:00+00,3,0,56,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64669
55109,County,St. Croix,2020/04/08 19:00:00+00,7,0,190,14,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64670
55111,County,Sauk,2020/04/08 19:00:00+00,20,0,334,10,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64671
55113,County,Sawyer,2020/04/08 19:00:00+00,0,0,86,9,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64672
55115,County,Shawano,2020/04/08 19:00:00+00,4,1,133,15,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64673
55117,County,Sheboygan,2020/04/08 19:00:00+00,31,1,465,160,2,0,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64674
55119,County,Taylor,2020/04/08 19:00:00+00,0,0,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64675
55121,County,Trempealeau,2020/04/08 19:00:00+00,1,0,211,16,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64676
55123,County,Vernon,2020/04/08 19:00:00+00,0,0,168,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64677
55125,County,Vilas,2020/04/08 19:00:00+00,4,0,63,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64678
55127,County,Walworth,2020/04/08 19:00:00+00,23,2,320,16,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64679
55129,County,Washburn,2020/04/08 19:00:00+00,0,0,67,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64680
55131,County,Washington,2020/04/08 19:00:00+00,62,3,825,60,3,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64681
55133,County,Waukesha,2020/04/08 19:00:00+00,174,8,1780,86,5,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64682
55135,County,Waupaca,2020/04/08 19:00:00+00,2,0,142,12,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64683
55137,County,Waushara,2020/04/08 19:00:00+00,1,0,61,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64684
55139,County,Winnebago,2020/04/08 19:00:00+00,24,0,512,21,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64685
55141,County,Wood,2020/04/08 19:00:00+00,2,0,236,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64686
55001,County,Adams,2020/04/09 19:00:00+00,2,0,72,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64688
55003,County,Ashland,2020/04/09 19:00:00+00,1,0,57,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64689
55005,County,Barron,2020/04/09 19:00:00+00,5,0,369,31,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64690
55007,County,Bayfield,2020/04/09 19:00:00+00,3,0,71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64691
55009,County,Brown,2020/04/09 19:00:00+00,50,3,656,55,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64692
55011,County,Buffalo,2020/04/09 19:00:00+00,2,0,101,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64693
55013,County,Burnett,2020/04/09 19:00:00+00,0,0,40,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64694
55015,County,Calumet,2020/04/09 19:00:00+00,4,0,144,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64695
55017,County,Chippewa,2020/04/09 19:00:00+00,17,0,500,25,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64696
55019,County,Clark,2020/04/09 19:00:00+00,7,0,90,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64697
55021,County,Columbia,2020/04/09 19:00:00+00,25,1,429,13,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64698
55023,County,Crawford,2020/04/09 19:00:00+00,2,0,107,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64699
55025,County,Dane,2020/04/09 19:00:00+00,307,5,5166,193,11,0,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64700
55027,County,Dodge,2020/04/09 19:00:00+00,16,0,426,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64701
55029,County,Door,2020/04/09 19:00:00+00,8,1,88,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64702
55031,County,Douglas,2020/04/09 19:00:00+00,7,0,230,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64703
55033,County,Dunn,2020/04/09 19:00:00+00,7,1,481,34,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64704
55035,County,Eau Claire,2020/04/09 19:00:00+00,21,0,949,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64705
55037,County,Florence,2020/04/09 19:00:00+00,2,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64706
55039,County,Fond du Lac,2020/04/09 19:00:00+00,49,1,786,9,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64707
55041,County,Forest,2020/04/09 19:00:00+00,0,0,22,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64708
55043,County,Grant,2020/04/09 19:00:00+00,4,1,204,20,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64709
55045,County,Green,2020/04/09 19:00:00+00,9,0,167,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64710
55047,County,Green Lake,2020/04/09 19:00:00+00,0,0,79,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64711
55049,County,Iowa,2020/04/09 19:00:00+00,4,0,135,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64712
55051,County,Iron,2020/04/09 19:00:00+00,1,0,18,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64713
55053,County,Jackson,2020/04/09 19:00:00+00,7,2,98,10,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64714
55055,County,Jefferson,2020/04/09 19:00:00+00,19,3,409,19,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64715
55057,County,Juneau,2020/04/09 19:00:00+00,5,0,178,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64716
55059,County,Kenosha,2020/04/09 19:00:00+00,135,6,1013,36,1,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64717
55061,County,Kewaunee,2020/04/09 19:00:00+00,1,0,48,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64718
55063,County,La Crosse,2020/04/09 19:00:00+00,23,1,1029,53,0,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64719
55065,County,Lafayette,2020/04/09 19:00:00+00,2,1,45,3,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64720
55067,County,Langlade,2020/04/09 19:00:00+00,0,0,49,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64721
55069,County,Lincoln,2020/04/09 19:00:00+00,0,0,101,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64722
55071,County,Manitowoc,2020/04/09 19:00:00+00,3,-1,145,7,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64723
55073,County,Marathon,2020/04/09 19:00:00+00,12,0,334,15,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64724
55075,County,Marinette,2020/04/09 19:00:00+00,3,0,109,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64725
55077,County,Marquette,2020/04/09 19:00:00+00,2,0,88,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64726
55078,County,Menominee,2020/04/09 19:00:00+00,1,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64727
55079,County,Milwaukee,2020/04/09 19:00:00+00,1484,67,6398,241,65,11,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64728
55081,County,Monroe,2020/04/09 19:00:00+00,6,1,351,16,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64729
55083,County,Oconto,2020/04/09 19:00:00+00,3,1,119,8,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64730
55085,County,Oneida,2020/04/09 19:00:00+00,5,0,147,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64731
55087,County,Outagamie,2020/04/09 19:00:00+00,26,1,480,8,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64732
55089,County,Ozaukee,2020/04/09 19:00:00+00,71,1,451,27,8,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64733
55091,County,Pepin,2020/04/09 19:00:00+00,0,0,66,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64734
55093,County,Pierce,2020/04/09 19:00:00+00,7,0,225,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64735
55095,County,Polk,2020/04/09 19:00:00+00,0,0,110,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64736
55097,County,Portage,2020/04/09 19:00:00+00,4,0,151,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64737
55099,County,Price,2020/04/09 19:00:00+00,0,0,36,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64738
55101,County,Racine,2020/04/09 19:00:00+00,84,7,810,42,2,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64739
55103,County,Richland,2020/04/09 19:00:00+00,3,0,151,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64740
55105,County,Rock,2020/04/09 19:00:00+00,47,5,888,33,2,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64741
55107,County,Rusk,2020/04/09 19:00:00+00,3,0,62,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64742
55109,County,St. Croix,2020/04/09 19:00:00+00,7,0,206,16,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64743
55111,County,Sauk,2020/04/09 19:00:00+00,21,1,345,11,2,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64744
55113,County,Sawyer,2020/04/09 19:00:00+00,1,1,90,4,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64745
55115,County,Shawano,2020/04/09 19:00:00+00,4,0,136,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64746
55117,County,Sheboygan,2020/04/09 19:00:00+00,31,0,478,13,2,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64747
55119,County,Taylor,2020/04/09 19:00:00+00,0,0,51,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64748
55121,County,Trempealeau,2020/04/09 19:00:00+00,1,0,223,12,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64749
55123,County,Vernon,2020/04/09 19:00:00+00,0,0,178,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64750
55125,County,Vilas,2020/04/09 19:00:00+00,4,0,64,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64751
55127,County,Walworth,2020/04/09 19:00:00+00,28,5,344,24,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64752
55129,County,Washburn,2020/04/09 19:00:00+00,0,0,70,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64753
55131,County,Washington,2020/04/09 19:00:00+00,63,1,884,59,3,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64754
55133,County,Waukesha,2020/04/09 19:00:00+00,184,10,1882,102,6,1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64755
55135,County,Waupaca,2020/04/09 19:00:00+00,3,1,144,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64756
55137,County,Waushara,2020/04/09 19:00:00+00,2,1,62,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64757
55139,County,Winnebago,2020/04/09 19:00:00+00,25,1,539,27,1,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64758
55141,County,Wood,2020/04/09 19:00:00+00,2,0,237,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64759
55001,County,Adams,2020/04/10 19:00:00+00,2,0,75,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64761
55003,County,Ashland,2020/04/10 19:00:00+00,1,0,57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64762
55005,County,Barron,2020/04/10 19:00:00+00,6,1,406,37,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64763
55007,County,Bayfield,2020/04/10 19:00:00+00,3,0,80,9,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64764
55009,County,Brown,2020/04/10 19:00:00+00,55,5,724,68,1,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64765
55011,County,Buffalo,2020/04/10 19:00:00+00,2,0,105,4,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64766
55013,County,Burnett,2020/04/10 19:00:00+00,0,0,45,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64767
55015,County,Calumet,2020/04/10 19:00:00+00,4,0,163,19,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64768
55017,County,Chippewa,2020/04/10 19:00:00+00,18,1,539,39,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64769
55019,County,Clark,2020/04/10 19:00:00+00,7,0,94,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64770
55021,County,Columbia,2020/04/10 19:00:00+00,24,-1,442,13,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64771
55023,County,Crawford,2020/04/10 19:00:00+00,3,1,113,6,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64772
55025,County,Dane,2020/04/10 19:00:00+00,313,6,5317,151,12,1,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64773
55027,County,Dodge,2020/04/10 19:00:00+00,18,2,461,35,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64774
55029,County,Door,2020/04/10 19:00:00+00,8,0,92,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64775
55031,County,Douglas,2020/04/10 19:00:00+00,7,0,256,26,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64776
55033,County,Dunn,2020/04/10 19:00:00+00,8,1,512,31,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64777
55035,County,Eau Claire,2020/04/10 19:00:00+00,21,0,1051,102,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64778
