OBJECTID,GEOID,GEO,NAME,LoadDttm,NEGATIVE,POSITIVE,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DEATHS,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,IP_Y_0_9,IP_Y_10_19,IP_Y_20_29,IP_Y_30_39,IP_Y_40_49,IP_Y_50_59,IP_Y_60_69,IP_Y_70_79,IP_Y_80_89,IP_Y_90,IP_N_0_9,IP_N_10_19,IP_N_20_29,IP_N_30_39,IP_N_40_49,IP_N_50_59,IP_N_60_69,IP_N_70_79,IP_N_80_89,IP_N_90,IP_U_0_9,IP_U_10_19,IP_U_20_29,IP_U_30_39,IP_U_40_49,IP_U_50_59,IP_U_60_69,IP_U_70_79,IP_U_80_89,IP_U_90,IC_YES,IC_Y_0_9,IC_Y_10_19,IC_Y_20_29,IC_Y_30_39,IC_Y_40_49,IC_Y_50_59,IC_Y_60_69,IC_Y_70_79,IC_Y_80_89,IC_Y_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,DTH_NEW,POS_NEW,NEG_NEW,TEST_NEW,DATE
1,55,State,WI,2020/03/15 19:00:00+00,313,32,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/03/15 14:00:00+00
74,55,State,WI,2020/03/16 19:00:00+00,504,47,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,191,206,2020/03/16 14:00:00+00
147,55,State,WI,2020/03/17 19:00:00+00,1038,72,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,534,559,2020/03/17 14:00:00+00
220,55,State,WI,2020/03/18 19:00:00+00,1577,106,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,539,573,2020/03/18 14:00:00+00
293,55,State,WI,2020/03/19 19:00:00+00,2192,155,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,615,664,2020/03/19 14:00:00+00
366,55,State,WI,2020/03/20 19:00:00+00,3455,206,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,51,1263,1314,2020/03/20 14:00:00+00
439,55,State,WI,2020/03/21 19:00:00+00,4628,281,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,1173,1248,2020/03/21 14:00:00+00
512,55,State,WI,2020/03/22 19:00:00+00,6230,381,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,1602,1702,2020/03/22 14:00:00+00
585,55,State,WI,2020/03/23 19:00:00+00,7050,416,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,820,855,2020/03/23 14:00:00+00
658,55,State,WI,2020/03/24 19:00:00+00,8237,457,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,1187,1228,2020/03/24 14:00:00+00
731,55,State,WI,2020/03/25 19:00:00+00,10089,585,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,128,1852,1980,2020/03/25 14:00:00+00
804,55,State,WI,2020/03/26 19:00:00+00,11583,707,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,122,1494,1616,2020/03/26 14:00:00+00
877,55,State,WI,2020/03/27 19:00:00+00,13140,842,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,135,1557,1692,2020/03/27 14:00:00+00
950,55,State,WI,2020/03/28 19:00:00+00,15232,989,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,2092,2239,2020/03/28 14:00:00+00
1023,55,State,WI,2020/03/29 19:00:00+00,16550,1112,,,,601,511,,4,14,148,169,186,203,220,111,46,11,13,5,8,,0,0,0,0,0,4,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,123,1318,1441,2020/03/29 14:00:00+00
1096,55,State,WI,2020/03/30 19:00:00+00,15856,1221,283,670,268,652,569,,4,16,161,179,198,224,247,126,53,13,14,5,9,,0,0,0,0,1,4,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,109,-694,-585,2020/03/30 14:00:00+00
1169,55,State,WI,2020/03/31 19:00:00+00,17375,1351,337,750,264,713,638,,5,16,171,193,216,251,274,142,66,17,16,7,9,,0,0,0,0,1,4,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,130,1519,1649,2020/03/31 14:00:00+00
1242,55,State,WI,2020/04/01 19:00:00+00,18819,1550,398,825,327,809,741,,7,16,189,213,255,295,310,165,77,23,24,10,14,,0,0,0,0,1,6,5,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,199,1444,1643,2020/04/01 14:00:00+00
1315,55,State,WI,2020/04/02 19:00:00+00,20317,1730,461,913,356,908,822,,6,18,207,240,279,335,341,192,86,26,31,13,18,,0,0,0,1,1,6,5,9,7,2,2,1,9,30,54,86,115,99,52,13,4,14,170,166,162,169,155,55,13,5,0,3,28,44,63,80,71,38,21,8,126,0,0,1,10,13,23,37,26,14,2,,,,,,,,,,,,,,,,,,,,,,7,180,1498,1678,2020/04/02 14:00:00+00
1388,55,State,WI,2020/04/03 19:00:00+00,22377,1916,487,942,487,1005,911,,6,19,225,268,313,371,374,213,99,28,37,16,21,,0,0,0,1,1,6,5,12,9,3,2,1,10,31,55,84,127,104,58,15,4,13,164,170,170,183,161,53,19,5,0,5,51,67,88,104,86,56,22,8,147,0,0,2,11,14,25,46,30,16,3,,,,,,,,,,,,,,,,,,,,,,6,186,2060,2246,2020/04/03 14:00:00+00
1461,55,State,WI,2020/04/04 19:00:00+00,23859,2112,588,1105,419,1117,995,,6,23,249,293,350,404,408,233,111,35,56,24,32,,0,0,0,2,1,8,9,16,14,6,2,1,12,40,65,100,153,125,74,16,4,17,189,201,208,213,183,68,16,6,0,5,48,52,77,91,72,40,21,13,164,0,0,2,12,16,27,54,32,18,3,,,,,,,,,,,,,,,,,,,,,,19,196,1482,1678,2020/04/04 14:00:00+00
1534,55,State,WI,2020/04/05 19:00:00+00,25169,2267,624,1164,479,1201,1066,,8,27,261,317,378,438,428,253,121,36,68,27,41,,0,0,0,2,1,10,10,22,16,7,2,1,12,42,69,106,161,136,78,17,4,19,197,218,218,226,188,69,19,6,2,7,52,57,91,106,79,48,24,13,175,0,0,2,12,16,28,59,36,19,3,,,,,,,,,,,,,,,,,,,,,,12,155,1310,1465,2020/04/05 14:00:00+00
1607,55,State,WI,2020/04/06 19:00:00+00,26574,2440,668,1203,569,1288,1152,,8,28,275,339,409,474,457,277,135,38,77,28,49,,0,0,0,2,1,11,11,25,18,9,2,1,14,44,75,116,165,146,86,19,4,20,201,226,228,236,196,69,18,5,2,7,60,69,106,122,96,62,31,14,186,0,0,3,12,17,32,62,37,20,3,,,,,,,,,,,,,,,,,,,,,,9,173,1405,1578,2020/04/06 14:00:00+00
1680,55,State,WI,2020/04/07 19:00:00+00,28512,2578,745,1304,529,1366,1212,,10,29,288,355,433,495,486,298,143,41,92,36,56,,0,0,0,2,2,11,15,32,20,10,2,1,19,52,82,131,184,156,98,20,7,21,213,237,260,255,209,78,19,5,1,7,56,66,91,109,93,64,26,16,200,0,0,3,12,20,35,65,41,21,3,,,,,,,,,,,,,,,,,,,,,,15,138,1938,2076,2020/04/07 14:00:00+00
1753,55,State,WI,2020/04/08 19:00:00+00,30115,2756,790,1389,577,1463,1293,,12,33,310,382,455,539,515,313,153,44,99,38,61,,0,0,0,2,2,11,16,35,23,10,3,2,20,53,88,141,193,166,103,21,7,23,232,253,277,275,215,82,19,6,2,8,58,76,90,123,107,65,31,17,218,0,0,3,14,21,38,67,49,23,3,22,55,741,1342,47,549,256,1834,666,1,4,42,43,0,9,3,83,13,,,,7,178,1603,1781,2020/04/08 14:00:00+00
1826,55,State,WI,2020/04/09 19:00:00+00,31424,2885,843,1468,574,1532,1353,,12,33,326,401,468,562,537,331,164,51,111,42,69,,0,0,0,3,2,12,17,39,26,12,3,2,24,57,91,153,203,176,110,24,8,24,242,274,291,287,229,85,22,6,1,7,60,70,86,122,105,70,32,21,230,0,0,3,14,21,42,69,54,24,3,25,64,772,1430,54,540,282,1959,644,1,4,49,56,0,1,3,105,3,,,,12,129,1309,1438,2020/04/09 14:00:00+00
1899,55,State,WI,2020/04/10 19:00:00+00,33225,3068,904,1561,603,1622,1446,,13,36,343,433,497,594,566,351,178,57,128,49,79,,0,0,0,3,2,15,24,42,27,15,3,2,25,60,95,166,217,190,120,26,8,25,255,299,303,299,245,89,29,9,2,9,63,74,99,129,104,72,29,22,247,0,0,4,14,23,45,73,56,27,5,28,71,812,1535,60,562,313,2085,670,1,4,56,65,0,2,3,122,3,,,,17,183,1801,1984,2020/04/10 14:00:00+00
1972,55,State,WI,2020/04/11 19:00:00+00,34680,3213,950,1659,604,1704,1509,,14,38,354,449,528,623,587,369,189,62,137,54,83,,0,0,0,3,4,15,25,42,30,18,4,3,28,63,102,171,228,194,127,30,8,26,267,310,325,328,257,94,31,13,2,9,59,76,101,124,102,81,31,19,257,0,0,4,14,23,47,75,58,29,7,28,76,845,1615,66,583,333,2194,686,1,4,60,71,0,1,4,131,2,,,,9,145,1455,1600,2020/04/11 14:00:00+00
3447,55,State,WI,2020/04/12 19:00:00+00,35916,3341,974,1735,632,1778,1563,,14,40,372,465,539,656,605,384,200,66,144,57,87,,0,0,0,3,4,15,25,45,33,19,4,3,27,64,102,177,230,204,131,32,8,27,284,318,334,350,270,96,33,15,2,10,61,83,103,129,105,84,36,19,261,0,0,3,14,23,48,76,61,29,7,28,81,857,1680,74,621,361,2262,718,1,4,61,77,0,1,4,138,2,,,,7,128,1236,1364,2020/04/12 14:00:00+00
4922,55,State,WI,2020/04/13 19:00:00+00,36769,3428,993,1770,665,1828,1600,,14,41,384,479,553,671,618,390,209,69,154,61,93,,0,0,0,4,5,16,27,48,34,20,4,3,28,66,105,177,233,208,137,32,8,27,289,324,341,357,275,97,36,16,2,11,67,89,107,137,110,85,36,21,264,0,0,3,14,23,48,77,61,31,7,30,85,862,1726,77,648,371,2307,750,2,4,64,83,0,1,7,145,2,553,1628,1247,10,87,853,940,2020/04/13 14:00:00+00
6397,55,State,WI,2020/04/14 19:00:00+00,37997,3555,1049,1841,665,1897,1658,,14,41,404,494,568,700,633,403,222,76,170,67,103,,0,0,0,4,5,16,34,51,39,21,4,3,34,70,111,188,242,220,144,33,8,27,303,336,356,370,284,99,39,19,2,11,67,88,101,142,107,84,39,24,283,0,0,4,15,25,50,82,65,34,8,32,88,895,1806,85,649,402,2414,739,2,4,69,93,0,2,7,160,3,568,1684,1303,16,127,1228,1355,2020/04/14 14:00:00+00
7872,55,State,WI,2020/04/15 19:00:00+00,39326,3721,1091,1920,710,1991,1730,,15,44,424,526,595,734,656,418,231,78,182,72,110,,0,0,0,4,5,18,35,56,41,23,4,3,35,75,115,198,245,234,148,34,8,29,314,350,372,384,292,106,44,21,3,12,75,101,108,152,119,78,39,23,290,0,0,4,17,27,51,83,65,35,8,34,90,916,1881,98,702,443,2490,788,2,4,71,104,0,1,9,171,2,646,2035,1040,12,166,1329,1495,2020/04/15 14:00:00+00
9347,55,State,WI,2020/04/16 19:00:00+00,40974,3875,1121,2010,744,2070,1805,,16,47,443,553,617,760,676,424,248,91,197,79,118,,0,0,0,4,6,20,38,59,44,26,4,3,35,76,117,202,254,243,151,36,9,32,327,365,389,407,300,110,45,26,3,12,81,112,111,151,122,71,52,29,299,0,0,4,17,28,52,87,68,35,8,34,95,965,1987,113,681,501,2612,762,2,5,76,112,0,2,10,184,3,669,2135,1071,15,154,1648,1802,2020/04/16 14:00:00+00
10822,55,State,WI,2020/04/17 19:00:00+00,42365,4045,1153,2113,779,2167,1878,,16,51,464,585,655,794,695,435,254,96,205,84,121,,0,0,0,4,6,20,41,61,47,26,4,3,35,76,122,208,259,252,156,38,10,34,340,389,417,425,310,111,47,30,2,14,89,120,116,161,126,72,51,28,306,0,0,4,17,30,55,89,68,35,8,34,108,984,2081,132,706,556,2697,792,2,5,77,118,0,3,11,190,4,700,2407,938,8,170,1391,1561,2020/04/17 14:00:00+00
12297,55,State,WI,2020/04/18 19:00:00+00,43962,4199,1176,2220,803,2251,1948,,17,56,481,613,679,823,710,455,263,102,211,87,124,,0,0,0,4,6,20,41,65,47,28,4,3,35,79,123,213,264,257,159,39,11,37,355,414,436,450,319,118,48,32,2,16,91,120,120,160,127,80,56,31,307,0,0,4,17,30,55,89,68,36,8,34,115,1004,2165,143,738,595,2767,837,2,5,77,124,0,3,11,196,4,731,2503,965,6,154,1597,1751,2020/04/18 14:00:00+00
13772,55,State,WI,2020/04/19 19:00:00+00,45323,4346,1190,2264,892,2326,2020,,18,66,514,636,702,846,722,462,274,106,220,91,129,,0,0,2,4,6,20,42,67,48,31,4,3,35,82,124,216,266,261,160,39,12,43,362,421,446,459,319,118,51,33,2,20,117,133,132,171,137,83,63,34,307,0,0,4,17,30,55,89,68,36,8,37,116,1025,2214,145,809,628,2819,899,2,5,80,132,0,1,11,207,2,742,2508,1096,9,147,1361,1508,2020/04/19 14:00:00+00
15247,55,State,WI,2020/04/20 19:00:00+00,46603,4499,1211,2394,894,2397,2102,,20,74,550,666,726,866,737,470,282,108,230,98,132,,0,0,2,4,7,20,43,67,52,35,4,3,37,84,126,218,269,266,163,41,14,49,400,447,466,474,331,120,58,35,2,22,113,135,134,174,137,84,61,32,315,0,0,4,18,31,59,90,68,36,9,39,124,1048,2272,172,844,690,2893,916,2,5,81,137,0,5,12,212,6,764,2614,1121,10,153,1280,1433,2020/04/20 14:00:00+00
16722,55,State,WI,2020/04/21 19:00:00+00,47841,4620,1252,2517,851,2449,2171,,21,77,580,688,744,892,743,475,288,112,242,101,141,,0,0,2,4,8,21,43,72,55,37,4,3,41,84,128,227,274,273,169,49,14,52,423,471,483,497,344,133,61,39,3,22,116,133,133,168,125,69,58,24,324,0,0,5,18,32,63,89,70,35,12,41,125,1125,2386,177,766,739,3053,828,3,5,82,146,0,6,14,222,6,782,2713,1125,12,121,1238,1359,2020/04/21 14:00:00+00
18197,55,State,WI,2020/04/22 19:00:00+00,49502,4845,1302,2685,858,2558,2287,,28,89,628,726,789,925,770,481,292,117,246,104,142,,0,0,2,4,8,21,43,73,56,39,4,3,43,86,134,236,290,283,172,51,21,63,461,499,517,521,362,136,64,41,3,23,124,141,138,168,118,62,56,25,339,0,0,5,18,34,65,98,72,35,12,44,135,1198,2526,212,730,842,3226,777,3,5,82,151,0,5,15,225,6,809,2819,1217,4,225,1661,1886,2020/04/22 14:00:00+00
19672,55,State,WI,2020/04/23 19:00:00+00,51456,5052,1318,2822,912,2650,2402,,32,105,670,771,820,960,792,487,296,119,257,107,150,,0,0,2,4,9,22,44,78,58,40,4,6,44,85,135,239,295,283,175,52,22,69,484,529,545,548,379,140,65,41,6,30,142,157,140,173,118,64,56,26,342,0,0,5,18,34,65,99,73,36,12,46,143,1264,2665,232,702,956,3359,737,3,5,85,157,1,6,15,234,8,835,2937,1280,11,207,1954,2161,2020/04/23 14:00:00+00
21147,55,State,WI,2020/04/24 19:00:00+00,54573,5356,1353,3053,950,2810,2546,,39,114,732,826,892,1016,813,497,307,120,262,108,154,,0,0,2,4,10,22,45,80,58,41,4,7,48,85,139,245,300,287,181,57,29,78,531,580,607,585,391,146,65,41,6,29,153,161,146,186,122,64,61,22,346,0,0,6,19,34,66,100,73,36,12,48,151,1296,2795,293,773,1120,3454,782,3,5,87,160,2,5,16,239,7,857,3109,1390,5,304,3117,3421,2020/04/24 14:00:00+00
22622,55,State,WI,2020/04/25 19:00:00+00,57138,5687,1376,3209,1102,2953,2734,,42,130,801,893,956,1077,841,508,312,127,266,110,156,,0,0,2,4,10,22,46,81,60,41,4,7,49,87,142,250,304,291,183,59,29,85,564,618,639,613,402,147,69,43,9,38,188,188,175,214,135,70,60,25,353,0,0,6,19,34,69,100,75,37,13,53,170,1366,3001,373,724,1247,3656,784,3,5,90,162,2,4,16,242,8,885,3233,1569,4,331,2565,2896,2020/04/25 14:00:00+00
24097,55,State,WI,2020/04/26 19:00:00+00,59235,5911,1397,3308,1206,3072,2839,,50,139,847,928,998,1114,859,523,320,133,272,112,160,,0,0,2,4,9,23,46,83,63,42,4,7,50,88,145,252,305,299,186,61,32,89,582,637,656,631,411,153,71,46,14,43,215,203,197,231,143,71,63,26,353,0,0,6,19,34,69,100,75,37,13,56,174,1414,3083,403,781,1338,3734,839,3,5,94,165,1,4,16,248,8,895,3277,1739,6,224,2097,2321,2020/04/26 14:00:00+00
25572,55,State,WI,2020/04/27 19:00:00+00,61311,6081,1415,3458,1208,3160,2921,,53,148,875,958,1042,1135,877,534,324,135,281,116,165,,0,0,2,4,9,24,47,87,66,42,5,7,53,90,146,255,307,300,190,62,35,99,615,661,690,655,427,157,73,46,13,42,207,207,206,225,143,77,61,27,355,0,0,6,19,34,71,101,74,37,13,57,185,1438,3154,444,803,1417,3805,859,3,5,95,171,2,5,17,255,9,909,3385,1787,9,170,2076,2246,2020/04/27 14:00:00+00
27047,55,State,WI,2020/04/28 19:00:00+00,63535,6289,1456,3618,1215,3252,3037,,57,159,905,1010,1079,1164,898,547,333,137,300,120,180,,0,0,2,4,9,26,48,93,73,45,5,9,57,94,151,258,315,307,196,64,37,110,646,695,722,679,443,163,75,48,15,40,202,221,206,227,140,77,62,25,363,0,0,7,19,35,73,103,75,37,14,60,197,1486,3316,459,771,1509,3944,836,4,5,99,182,3,7,17,271,12,931,3536,1822,19,208,2224,2432,2020/04/28 14:00:00+00
28522,55,State,WI,2020/04/29 19:00:00+00,66630,6520,1489,3755,1276,3346,3174,,60,166,934,1051,1128,1202,935,556,345,143,308,124,184,,0,0,3,4,9,26,48,96,77,45,5,9,58,94,155,263,327,313,199,66,38,112,678,726,753,703,456,164,77,48,17,45,198,231,220,236,152,79,69,29,373,0,1,7,19,36,75,105,78,38,14,61,205,1517,3449,470,818,1602,4047,871,4,5,101,187,3,8,17,277,14,955,3685,1880,8,231,3095,3326,2020/04/29 14:00:00+00
29997,55,State,WI,2020/04/30 19:00:00+00,69394,6854,1512,3954,1388,3514,3340,,63,182,994,1119,1197,1257,977,569,349,147,316,124,192,,0,0,3,4,9,26,49,100,77,48,5,9,60,95,158,268,335,314,201,67,39,121,704,767,794,743,484,171,81,50,19,52,230,257,245,246,158,84,67,30,382,0,1,8,19,37,75,108,81,39,14,67,221,1607,3613,513,833,1725,4272,857,4,5,102,191,3,11,17,281,18,981,3841,2032,8,334,2764,3098,2020/04/30 14:00:00+00
31472,55,State,WI,2020/05/01 19:00:00+00,72566,7314,1544,4215,1555,3699,3615,,73,208,1084,1199,1277,1320,1010,596,379,168,327,127,200,,0,0,3,4,9,30,52,101,80,48,6,11,60,98,161,274,338,316,209,71,41,136,756,819,846,790,503,178,89,57,26,61,268,282,270,256,169,102,81,40,391,0,1,8,19,37,77,110,82,42,15,69,238,1667,3866,601,873,1878,4539,897,4,5,104,201,2,11,20,286,21,1026,4056,2232,11,460,3172,3632,2020/05/01 14:00:00+00
32947,55,State,WI,2020/05/02 19:00:00+00,75570,7660,1591,4438,1631,3861,3799,,82,228,1145,1261,1337,1387,1049,609,389,173,334,133,201,,0,0,3,4,10,30,51,101,82,53,7,12,65,103,168,282,350,317,213,74,51,153,805,853,884,827,528,186,93,58,24,63,275,305,285,278,171,106,83,41,400,0,1,9,19,40,77,113,83,43,15,73,259,1718,4039,692,879,2024,4702,934,4,6,105,208,2,9,21,296,17,1051,4255,2354,7,346,3004,3350,2020/05/02 14:00:00+00
34422,55,State,WI,2020/05/03 19:00:00+00,77997,7964,1608,4582,1774,3997,3967,,86,245,1211,1308,1390,1441,1079,629,397,178,339,135,204,,0,0,3,4,10,30,52,101,82,57,7,12,65,105,170,284,355,321,215,74,51,162,841,876,909,857,539,193,94,60,28,71,305,327,311,300,185,115,88,44,402,0,1,9,19,41,77,113,84,43,15,76,271,1754,4155,739,969,2114,4814,1036,4,6,106,212,2,9,22,299,18,1075,4351,2538,5,304,2427,2731,2020/05/03 14:00:00+00
35897,55,State,WI,2020/05/04 19:00:00+00,80467,8236,1621,4736,1879,4133,4103,,89,267,1263,1355,1443,1486,1108,637,403,185,340,136,204,,0,0,3,4,10,30,53,101,82,57,7,13,67,107,172,285,358,321,215,76,53,175,873,903,941,876,551,200,100,64,29,79,323,345,330,325,199,116,88,45,404,0,1,10,19,41,77,114,84,43,15,82,279,1786,4285,769,1035,2209,4926,1101,4,6,107,212,2,9,22,301,17,1085,4453,2698,1,272,2470,2742,2020/05/04 14:00:00+00
37372,55,State,WI,2020/05/05 19:00:00+00,83967,8566,1663,4974,1929,4304,4249,13,104,303,1322,1423,1488,1538,1136,656,412,184,353,144,209,0,0,0,4,4,11,32,55,103,85,59,7,15,71,110,178,286,369,330,220,77,68,202,910,955,983,914,565,211,105,61,29,86,341,358,327,338,202,115,87,46,414,0,1,11,20,43,78,116,85,45,15,88,294,1855,4557,833,939,2391,5129,1046,4,6,108,227,3,5,30,314,9,1123,4683,2760,13,330,3500,3830,2020/05/05 14:00:00+00
38847,55,State,WI,2020/05/06 19:00:00+00,87826,8901,1694,5207,2000,4476,4407,18,115,325,1390,1492,1533,1591,1181,667,419,188,362,149,213,0,0,0,4,4,11,32,56,106,87,62,7,15,71,114,182,293,375,334,225,78,76,218,960,1010,1014,957,590,217,104,61,32,92,359,368,337,341,216,116,90,49,423,0,1,11,20,46,80,119,85,46,15,90,319,1903,4751,867,971,2539,5311,1051,4,6,109,235,3,5,30,323,9,1149,4932,2820,9,335,3859,4194,2020/05/06 14:00:00+00
40322,55,State,WI,2020/05/07 19:00:00+00,93035,9215,1732,5447,2036,4612,4588,15,118,344,1452,1562,1595,1627,1214,685,424,194,374,156,218,0,0,0,4,5,11,33,57,110,91,63,7,15,74,117,191,300,386,338,225,79,81,240,1012,1073,1062,988,608,217,105,61,30,89,366,372,342,339,220,130,94,54,435,0,1,12,20,48,81,125,87,46,15,100,335,1956,5009,931,884,2699,5589,927,4,6,112,244,3,5,32,335,7,1181,5187,2847,12,314,5209,5523,2020/05/07 14:00:00+00
41797,55,State,WI,2020/05/08 19:00:00+00,97265,9590,1767,5652,2171,4805,4767,18,124,375,1509,1625,1662,1677,1259,712,440,207,384,162,222,0,0,0,4,5,11,33,58,111,96,66,7,15,77,119,194,305,398,344,227,81,83,257,1058,1109,1104,1020,630,223,107,61,34,103,374,397,364,352,231,145,106,65,441,0,1,13,20,50,82,125,89,46,15,111,349,2031,5190,988,921,2832,5774,984,4,6,115,251,3,5,32,346,6,1210,5422,2958,10,375,4230,4605,2020/05/08 14:00:00+00
