OBJECTID,GEOID,GEO,NAME,NEGATIVE,POSITIVE,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DEATHS,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,IP_Y_0_9,IP_Y_10_19,IP_Y_20_29,IP_Y_30_39,IP_Y_40_49,IP_Y_50_59,IP_Y_60_69,IP_Y_70_79,IP_Y_80_89,IP_Y_90,IP_N_0_9,IP_N_10_19,IP_N_20_29,IP_N_30_39,IP_N_40_49,IP_N_50_59,IP_N_60_69,IP_N_70_79,IP_N_80_89,IP_N_90,IP_U_0_9,IP_U_10_19,IP_U_20_29,IP_U_30_39,IP_U_40_49,IP_U_50_59,IP_U_60_69,IP_U_70_79,IP_U_80_89,IP_U_90,IC_YES,IC_Y_0_9,IC_Y_10_19,IC_Y_20_29,IC_Y_30_39,IC_Y_40_49,IC_Y_50_59,IC_Y_60_69,IC_Y_70_79,IC_Y_80_89,IC_Y_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,DTH_NEW,POS_NEW,NEG_NEW,TEST_NEW,DATE,PROP_0_9,PROP_10_19,PROP_20_29,PROP_30_39,PROP_40_49,PROP_50_59,PROP_60_69,PROP_70
164964,55035,County,Eau Claire,12322,421,22,291,108,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,456,468,2020/07/23 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
161861,55035,County,Eau Claire,12504,423,22,291,110,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,182,184,2020/07/24 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
172725,55035,County,Eau Claire,12692,433,22,301,110,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,188,198,2020/07/25 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
171983,55035,County,Eau Claire,12861,433,22,304,107,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,169,169,2020/07/26 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
174050,55035,County,Eau Claire,13006,436,22,306,108,209,227,,13,39,166,61,61,39,35,22,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,145,148,2020/07/27 14:00:00+00,0.03,0.09,0.38,0.14,0.14,0.09,0.08,0.05
176184,55035,County,Eau Claire,13070,441,23,307,111,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,64,69,2020/07/28 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
167700,55035,County,Eau Claire,13222,448,23,317,108,,,,13,40,170,63,63,40,36,22,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,152,159,2020/07/29 14:00:00+00,0.03,0.09,0.38,0.14,0.14,0.09,0.08,0.05
168244,55035,County,Eau Claire,13427,462,25,327,110,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,205,219,2020/07/30 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
167119,55035,County,Eau Claire,13509,474,25,340,109,228,246,,14,43,180,66,66,43,38,24,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,82,94,2020/07/31 14:00:00+00,0.03,0.09,0.38,0.14,0.14,0.09,0.08,0.05
180125,55035,County,Eau Claire,13728,485,25,348,112,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,219,230,2020/08/01 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
177525,55035,County,Eau Claire,13731,503,25,358,120,,,,15,45,196,65,65,45,40,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,3,21,2020/08/02 14:00:00+00,0.03,0.09,0.39,0.13,0.13,0.09,0.08,0.06
178205,55035,County,Eau Claire,13833,507,26,364,117,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,102,106,2020/08/03 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
183253,55035,County,Eau Claire,14025,517,26,376,115,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,192,202,2020/08/04 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
182026,55035,County,Eau Claire,14107,531,27,388,116,,,,16,53,212,69,69,42,37,32,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,82,96,2020/08/05 14:00:00+00,0.03,0.1,0.4,0.13,0.13,0.08,0.07,0.06
184902,55035,County,Eau Claire,14189,541,28,400,113,265,276,,16,54,216,70,70,43,38,32,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,82,92,2020/08/06 14:00:00+00,0.03,0.1,0.4,0.13,0.13,0.08,0.07,0.06
185330,55035,County,Eau Claire,14218,563,29,414,120,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,29,51,2020/08/07 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
116729,55035,County,Eau Claire,14732,574,29,430,115,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,514,525,2020/08/08 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
162776,55035,County,Eau Claire,14814,588,30,444,114,,,,18,59,247,71,71,47,41,35,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,82,96,2020/08/09 14:00:00+00,0.03,0.1,0.42,0.12,0.12,0.08,0.07,0.06
164000,55035,County,Eau Claire,15225,590,30,447,113,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,411,413,2020/08/10 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
170707,55035,County,Eau Claire,15314,596,30,451,115,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,89,95,2020/08/11 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
134867,55035,County,Eau Claire,15463,612,32,463,117,,,,18,55,263,73,73,49,43,37,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,149,165,2020/08/12 14:00:00+00,0.03,0.09,0.43,0.12,0.12,0.08,0.07,0.06
131825,55035,County,Eau Claire,15545,629,32,478,119,302,327,,19,57,270,75,75,50,44,38,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,82,99,2020/08/13 14:00:00+00,0.03,0.09,0.43,0.12,0.12,0.08,0.07,0.06
132369,55035,County,Eau Claire,15803,645,33,495,117,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,258,274,2020/08/14 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
191727,55035,County,Eau Claire,15982,654,33,505,116,,,,NA,NA,281,NA,NA,NA,NA,NA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,179,188,2020/08/15 14:00:00+00,NA,NA,0.43,NA,NA,NA,NA,NA
140270,55035,County,Eau Claire,15981,658,33,509,116,,,,20,59,283,79,79,53,46,39,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-1,3,2020/08/16 14:00:00+00,0.03,0.09,0.43,0.12,0.12,0.08,0.07,0.06
142017,55035,County,Eau Claire,16157,668,33,517,118,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,176,186,2020/08/17 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
193492,55035,County,Eau Claire,16375,673,34,521,118,,,,NA,NA,296,NA,NA,NA,NA,NA,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,218,223,2020/08/18 14:00:00+00,NA,NA,0.44,NA,NA,NA,NA,NA
"#=IF(OR(DG159=""NA"",ISBLANK(DG159)),""NA"",ROUND(DG159*$F159,0))",,,,,679,,,,,,,20,61,299,81,81,54,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.44,0.12,0.12,0.08,0.06,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#=IF(OR(DG159=""NA"",ISBLANK(DG159)),""NA"",ROUND(DG159*$F159,0))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#=IF(OR(DG159=""NA"",ISBLANK(DG159)),""NA"",ROUND(DG159*$F159,0))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#=IF(OR(DG159=""NA"",ISBLANK(DG159)),""NA"",ROUND(DG159*$F159,0))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#=IF(OR(DG159=""NA"",ISBLANK(DG159)),""NA"",ROUND(DG159*$F159,0))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#=IF(OR(DG159=""NA"",ISBLANK(DG159)),""NA"",ROUND(DG159*$F159,0))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#=IF(OR(DG159=""NA"",ISBLANK(DG159)),""NA"",ROUND(DG159*$F159,0))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
